f1:decoded/60fps/gorilla_run_10d/input_gorilla_run_10d.bvh,f2:decoded/60fps/gorilla_run_10d/gorilla_run_10d_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,2.3176
f1:decoded/60fps/gorilla_run_10d/input_gorilla_run_10d.bvh,f2:decoded/60fps/gorilla_run_10d/gorilla_run_10d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,5.2765
f1:decoded/60fps/gorilla_run_10d/input_gorilla_run_10d.bvh,f2:decoded/60fps/gorilla_run_10d/gorilla_run_10d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,5.1615
f1:decoded/60fps/gorilla_run_10d/input_gorilla_run_10d.bvh,f2:decoded/60fps/gorilla_run_10d/gorilla_run_10d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,2.3176
f1:decoded/60fps/gorilla_run_20d/input_gorilla_run_20d.bvh,f2:decoded/60fps/gorilla_run_20d/gorilla_run_20d_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,4.6546
f1:decoded/60fps/gorilla_run_20d/input_gorilla_run_20d.bvh,f2:decoded/60fps/gorilla_run_20d/gorilla_run_20d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,6.6404
f1:decoded/60fps/gorilla_run_20d/input_gorilla_run_20d.bvh,f2:decoded/60fps/gorilla_run_20d/gorilla_run_20d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,5.3273
f1:decoded/60fps/gorilla_run_20d/input_gorilla_run_20d.bvh,f2:decoded/60fps/gorilla_run_20d/gorilla_run_20d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,4.6546
f1:decoded/60fps/gorilla_run_45d/input_gorilla_run_45d.bvh,f2:decoded/60fps/gorilla_run_45d/gorilla_run_45d_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,10.5989
f1:decoded/60fps/gorilla_run_45d/input_gorilla_run_45d.bvh,f2:decoded/60fps/gorilla_run_45d/gorilla_run_45d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,11.8493
f1:decoded/60fps/gorilla_run_45d/input_gorilla_run_45d.bvh,f2:decoded/60fps/gorilla_run_45d/gorilla_run_45d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,5.9515
f1:decoded/60fps/gorilla_run_45d/input_gorilla_run_45d.bvh,f2:decoded/60fps/gorilla_run_45d/gorilla_run_45d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,10.5989
f1:decoded/60fps/gorilla_run_90d/input_gorilla_run_90d.bvh,f2:decoded/60fps/gorilla_run_90d/gorilla_run_90d_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,21.7843
f1:decoded/60fps/gorilla_run_90d/input_gorilla_run_90d.bvh,f2:decoded/60fps/gorilla_run_90d/gorilla_run_90d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,21.9547
f1:decoded/60fps/gorilla_run_90d/input_gorilla_run_90d.bvh,f2:decoded/60fps/gorilla_run_90d/gorilla_run_90d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,7.7702
f1:decoded/60fps/gorilla_run_90d/input_gorilla_run_90d.bvh,f2:decoded/60fps/gorilla_run_90d/gorilla_run_90d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,21.7843
f1:decoded/60fps/gorilla_run_asymmetric/input_gorilla_run_asymmetric.bvh,f2:decoded/60fps/gorilla_run_asymmetric/gorilla_run_asymmetric_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,0.0143
f1:decoded/60fps/gorilla_run_asymmetric/input_gorilla_run_asymmetric.bvh,f2:decoded/60fps/gorilla_run_asymmetric/gorilla_run_asymmetric_decoded_Euler_cmu_Euler_21j_w240x120.bvh,4.9519
f1:decoded/60fps/gorilla_run_asymmetric/input_gorilla_run_asymmetric.bvh,f2:decoded/60fps/gorilla_run_asymmetric/gorilla_run_asymmetric_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,5.3251
f1:decoded/60fps/gorilla_run_asymmetric/input_gorilla_run_asymmetric.bvh,f2:decoded/60fps/gorilla_run_asymmetric/gorilla_run_asymmetric_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,0.0143
